,index,id,name,price,displayPrice,monthlyPriceFactor,weeklyPriceFactor,avgRating,reviewsCount,isNewListing,isSuperhost,lat,lng,personCapacity,size,beds,baths,title,property_type,town,top_lat,right_long,bottom_lat,left_long,url,baths_type,Region,baths_no,beds_no,guest_no,zipcode
16,16,42728199.0,2206L Studio Bedroom Home,62.0,$62,1.0,1.0,,0.0,0.0,0.0,33.944763,-78.578094,4.0,Studio,2 beds,1 bath,4 guests,entire_home,calabash,34.018533475,-78.51804927500001,33.9190012125,-78.71109028125001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.018533475&ne_lng=-78.51804927500001&sw_lat=33.9190012125&sw_lng=-78.71109028125001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,Carolinas,1,2,4.0,28467
17,17,42727552.0,104L Studio Bedroom Home,62.0,$62,1.0,1.0,,0.0,0.0,0.0,33.944763,-78.578094,4.0,Studio,2 beds,1 bath,4 guests,entire_home,calabash,34.018533475,-78.51804927500001,33.9190012125,-78.71109028125001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.018533475&ne_lng=-78.51804927500001&sw_lat=33.9190012125&sw_lng=-78.71109028125001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,Carolinas,1,2,4.0,28467
18,18,42727042.0,1504M 1 Bedroom Condo,99.0,$99,1.0,1.0,,0.0,0.0,0.0,33.944763,-78.578094,6.0,1 bedroom,2 beds,1 bath,6 guests,entire_home,calabash,34.018533475,-78.51804927500001,33.9190012125,-78.71109028125001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.018533475&ne_lng=-78.51804927500001&sw_lat=33.9190012125&sw_lng=-78.71109028125001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,Carolinas,1,2,6.0,28467
19,19,42726981.0,1504 2 Bedroom Villa,140.0,$140,1.0,1.0,,1.0,0.0,0.0,33.944763,-78.578094,10.0,2 bedrooms,4 beds,2 baths,10 guests,entire_home,calabash,34.018533475,-78.51804927500001,33.9190012125,-78.71109028125001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.018533475&ne_lng=-78.51804927500001&sw_lat=33.9190012125&sw_lng=-78.71109028125001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,Carolinas,2,4,10.0,28467
0,0,6.18699676595251e+17,NEW! Calm Coastal Haven w/ 2 Balconies Near Beach,482.0,$482,1.0,1.0,,0.0,1.0,0.0,34.02201,-77.9013,10.0,4 bedrooms,7 beds,3 baths,10 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,7,10.0,28428
1,1,5.950511776556154e+17,Carolina Currents - Cheerful 4 Bedroom Beach Home,351.0,$351,1.0,0.95,,2.0,1.0,0.0,34.02014,-77.90027,9.0,4 bedrooms,5 beds,5 baths,9 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,5,5,9.0,28428
2,2,6.188724670960864e+17,NEW! 3 bed/3 bath townhome *short walk to beach!,463.0,$463,1.0,1.0,,0.0,1.0,1.0,34.02181,-77.90199,6.0,3 bedrooms,3 beds,3 baths,6 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,3,6.0,28428
3,3,6.1874770085087e+17,"Modern luxe townhome w/2 balconies, central AC, & private golf cart - Dogs OK",571.0,$571,1.0,1.0,,0.0,1.0,0.0,34.02133,-77.90162,10.0,3 bedrooms,6 beds,3 baths,10 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,6,10.0,28428
4,4,26422467.0,"Work Escape - 4 bedroom duplex with elevator, plenty of parking, sleeps 8.",392.0,$392,1.0,1.0,4.7,10.0,0.0,0.0,34.02005,-77.9021,8.0,4 bedrooms,7 beds,4 baths,8 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,4,7,8.0,28428
5,5,43161828.0,One Block to the beach,400.0,$400,1.0,1.0,4.85,33.0,0.0,0.0,34.01881,-77.8983,12.0,4 bedrooms,5 beds,3.5 baths,12 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3.5,5,12.0,28428
6,6,20600485.0,The Boma House,400.0,$400,0.6,1.0,4.84,50.0,0.0,0.0,34.01857,-77.90036,9.0,4 bedrooms,5 beds,3 baths,9 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,5,9.0,28428
7,7,47274944.0,NEWLY BUILT MODERN HOME*walking distance to Beach!,402.0,$402,1.0,1.0,5.0,18.0,0.0,1.0,34.022,-77.90157,8.0,3 bedrooms,5 beds,3 baths,8 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,5,8.0,28428
8,8,50456561.0,Conched Out,282.0,$282,1.0,1.0,,0.0,0.0,0.0,34.019146,-77.897995,4.0,2 bedrooms,3 beds,2 baths,4 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,2,3,4.0,28428
9,9,2064491.0,A Summer’s Rest beachfront volleyball court!,432.0,$432,0.9,1.0,4.71,8.0,0.0,0.0,34.02272,-77.89593,8.0,3 bedrooms,5 beds,2 baths,8 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,2,5,8.0,28428
10,10,5.542869269797373e+17,"Beautiful Home Just 4 Rows Up From Beach w/Free WiFi, Private Washer/Dryer, & AC",349.0,$349,1.0,1.0,,0.0,0.0,0.0,34.01964,-77.90163,6.0,3 bedrooms,3 beds,2.5 baths,6 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,2.5,3,6.0,28428
11,11,52478965.0,3 BR/2 BA Beachfront Condo-Indoor/Outdoor Pools,297.0,$297,0.8,0.95,,0.0,0.0,0.0,34.01857,-77.8976,10.0,3 bedrooms,5 beds,2 baths,10 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,2,5,10.0,28428
12,12,21432165.0,Pinfish - Updated and secluded home,385.0,$385,1.0,1.0,4.91,11.0,0.0,0.0,34.01992,-77.90214,8.0,4 bedrooms,4 beds,3.5 baths,8 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3.5,4,8.0,28428
13,13,10788546.0,Beach House @Tiki OCEANFRONT King+Brkfst +Cocktail,344.0,$344,1.0,1.0,4.87,60.0,0.0,1.0,34.02137,-77.89693,2.0,1 bedroom,1 bed,1 shared bath,2 guests,private_room,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Shared,Carolinas,1,1,2.0,28428
14,14,6635138.0,Beach House @Tiki OCEANFRONT QN + Brkfst +Cocktail,271.0,$271,1.0,1.0,4.85,85.0,0.0,1.0,34.02008,-77.89749,2.0,1 bedroom,1 bed,1 shared bath,2 guests,private_room,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Shared,Carolinas,1,1,2.0,28428
15,15,6.252571141904156e+17,"1st Row Beach House, Ocean View,  2m Walk to Beach",1200.0,"$1,200",1.0,1.0,,0.0,1.0,0.0,34.02463,-77.89661,12.0,4 bedrooms,7 beds,3.5 baths,12 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3.5,7,12.0,28428
16,16,35909714.0,Ocean View From Both Of Our Decks....,466.0,$466,0.98,0.98,5.0,28.0,0.0,1.0,34.02014,-77.89769,10.0,4 bedrooms,6 beds,4 baths,10 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,4,6,10.0,28428
17,17,16911020.0,Cozy Beach Duplex 4 blocks from ocean,315.0,$315,0.75,0.9,4.76,30.0,0.0,0.0,34.02192,-77.90273,6.0,3 bedrooms,4 beds,3 baths,6 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,4,6.0,28428
18,18,6.013737562783711e+17,NEW! 3 bed/3 bath townhome **short walk to beach!,462.0,$462,1.0,1.0,,0.0,1.0,1.0,34.02077,-77.90259,6.0,3 bedrooms,4 beds,3 baths,6 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,3,4,6.0,28428
19,19,53531574.0,"The ""Sand Trap"" 2 Blocks from the Beach!",500.0,$500,1.0,1.0,,0.0,0.0,0.0,34.01858,-77.90059,9.0,3 bedrooms,6 beds,2.5 baths,9 guests,entire_home,carolina beach,34.02475424140625,-77.8906660046875,34.018533475,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.02475424140625&ne_lng=-77.8906660046875&sw_lat=34.018533475&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=160&section_offset=1,Private,Carolinas,2.5,6,9.0,28428
0,0,54137525.0,STOP! No Need to LOOK Further! Summer Dates are Going FAST!,214.0,$214,1.0,1.0,4.57,7.0,0.0,0.0,34.02695,-77.89426,6.0,2 bedrooms,2 beds,2 baths,6 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,2,2,6.0,28428
1,1,45739901.0,The Little Ray at The Sun Shack,183.0,$183,1.0,1.0,4.9,135.0,0.0,1.0,34.02493,-77.89656,2.0,1 bedroom,1 bed,1 bath,2 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,1,1,2.0,28428
2,2,37648805.0,"Ocean view, Family friendly, Walk to shops & Food",284.0,$284,0.9,0.9,4.95,75.0,0.0,1.0,34.02797,-77.89511,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,2,3,6.0,28428
3,3,5.722951205848398e+17,"Beachwood Bungalow A, walk to beach and boardwalk",139.0,$139,1.0,1.0,4.88,8.0,0.0,1.0,34.03021,-77.89363,4.0,2 bedrooms,2 beds,1.5 baths,4 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,1.5,2,4.0,28428
4,4,54302054.0,"Island Treasure, CB Oceanfront Retreat",385.0,$385,1.0,1.0,5.0,15.0,0.0,1.0,34.02969,-77.89256,6.0,3 bedrooms,4 beds,3.5 baths,6 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,3.5,4,6.0,28428
5,5,5.722844853044121e+17,"Beachwood Bungalow B, walk to beach and boardwalk",139.0,$139,1.0,1.0,4.33,12.0,0.0,1.0,34.03031,-77.89324,4.0,2 bedrooms,2 beds,1.5 baths,4 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,1.5,2,4.0,28428
6,6,41796927.0,Sands II 1-J,191.0,$191,1.0,1.0,,1.0,0.0,0.0,34.02784,-77.89396,8.0,3 bedrooms,5 beds,2 baths,8 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,2,5,8.0,28428
7,7,52903983.0,"Luxury Oceanfront Condo, Pool, Custom Interior",258.0,$258,0.98,0.98,,2.0,0.0,0.0,34.028172,-77.894432,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,2,3,6.0,28428
8,8,49027197.0,CORAL SURF B-1 OCEANFRONT 2 BR/2 BATH CONDO,218.0,$218,1.0,1.0,4.94,16.0,0.0,1.0,34.02602,-77.89429,6.0,2 bedrooms,5 beds,2 baths,6 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,2,5,6.0,28428
9,9,5.7316027980502976e+17,"Lakefront, Beachview, Walk to Downtown! Tan-Time!!",254.0,$254,1.0,1.0,5.0,6.0,0.0,0.0,34.02932,-77.89354,6.0,2 bedrooms,2 beds,2 baths,6 guests,entire_home,carolina beach,34.0309750078125,-77.8906660046875,34.02475424140625,-77.90273106757812,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=34.0309750078125&ne_lng=-77.8906660046875&sw_lat=34.02475424140625&sw_lng=-77.90273106757812&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,Carolinas,2,2,6.0,28428
