,zipcode,id,day_of_week_x,index_x,cleaning_fee_x,service_fee_x,total_price_x,day_of_week_y,index_y,cleaning_fee_y,service_fee_y,total_price_y,cleaning_fee_delta,service_fee_delta,total_price_delta,cleaning_fee_delta_pct,service_fee_delta_pct,total_price_delta_pct,display_price_delta_pct
12,4274,28186378.0,3.0,0.0,175.0,56.42857142857143,224.28571428571428,3.0,0.0,175.0,56.672161172161175,226.02564102564102,0.0,0.24358974358974347,1.7399267399267404,0.0,1.2884157793964968,3.3826553563395674,2.0942395769430706
13,5450,11886168.0,3.0,0.0,65.0,33.86230420135942,174.28970487479185,3.0,0.0,65.0,34.03429105213445,176.015388276353,0.0,0.17198685077502773,1.7256834015611235,0.0,1.123472282395764,2.2095458850427425,1.0860736026469786
14,5478,49909473.0,3.0,0.0,100.0,39.16992376992377,176.4023265023265,3.0,0.0,100.0,39.80802715868295,181.10332275126845,0.0,0.6381033887591799,4.7009962489419355,0.0,1.6321574222393906,2.6736452564441575,1.0414878342047669
15,5487,20844889.0,3.0,0.0,100.0,35.475015950107874,150.3419085800372,3.0,0.0,100.0,35.41429385242003,149.73696169871775,0.0,-0.06072209768783564,-0.6049468813194453,0.0,-0.16804416485419021,-0.3922663210234913,-0.22422215616930102
16,5672,21305575.0,3.0,0.0,125.0,64.18621842688889,332.66628530284447,3.0,0.0,125.0,62.66868471761952,322.3470560798128,0.0,-1.5175337092693684,-10.319229223031714,0.0,-2.363444994766347,-3.1005718004484812,-0.7371268056821341
17,5751,34714575.0,3.0,0.0,111.66666666666667,46.44559085281191,216.22572485607537,3.0,0.0,111.66666666666667,46.70375652635722,218.59833713446474,0.0,0.2581656735453039,2.3726122783893717,0.0,0.44004044051554725,1.197826408123459,0.7577859676079121
18,5860,31183234.0,3.0,0.0,75.0,23.629233314947598,94.2292333149476,3.0,0.0,75.0,24.209207785678377,98.4221159232924,0.0,0.5799744707307737,4.192882608344795,0.0,2.631460913543577,4.947881421912614,2.316420508369037
19,28428,1.9453417757662176e+17,3.0,0.0,124.66666666666667,42.498299586659094,238.24136801889742,3.0,0.0,124.66666666666667,44.44825129050284,251.93675098622518,0.0,1.9499517038437484,13.695382967327738,0.0,4.079191275602323,6.087241352240057,4.6789561409981415
20,28461,54120982.0,3.0,0.0,280.0,220.61131776498286,1283.2568045582711,3.0,0.0,280.0,253.25563846238825,1513.5611455292874,0.0,32.64432069740538,230.30434097101602,0.0,14.800300059693958,17.95162784557776,3.151327785883804
21,28462,29188055.0,3.0,0.0,,61.0,431.0,3.0,0.0,,61.0,431.0,,0.0,0.0,,0.0,0.0,
22,28480,9.112626641161648e+16,3.0,0.0,173.68371877037143,84.11434518758826,488.81094337977834,3.0,0.0,174.88813411179947,90.20766231950336,531.5343855435224,1.2044153414280683,6.093317131915107,42.723442163744046,1.1992807115362754,7.702439854972706,10.100822720971529,2.6878892535316354
23,28512,54123047.0,3.0,0.0,179.0,53.96853993327795,202.83093363163186,3.0,0.0,179.0,53.75046696023077,201.51381210927462,0.0,-0.21807297304718226,-1.317121522357277,0.0,-0.4040633313070011,-0.649330652987029,-0.24526732168002782
24,29572,22415914.0,3.0,0.0,128.0,42.33750009567929,172.16322728068008,3.0,0.0,128.0,42.02839535177327,169.94735268438404,0.0,-0.30910474390601095,-2.215874596296049,0.0,-0.7300927130723897,-1.2870726288480785,-0.5569799157756891
25,29575,19143185.0,3.0,0.0,150.0,46.0,175.0,3.0,0.0,150.0,43.15443697258222,155.0810588080755,0.0,-2.845563027417785,-19.91894119192449,0.0,-6.186006581343012,-11.382252109671137,-5.1962455283281255
26,29577,1.290808283631808e+17,3.0,0.0,141.53657354456823,43.17281304707476,164.3984631683759,3.0,0.0,141.37216150666399,48.92858921594068,205.5593283140223,-0.16441203790422604,5.755776168865919,41.160865145646405,-0.16287707344133986,14.704353530190327,29.629172584646856,15.08769612789787
27,29579,1.4228228699117198e+17,3.0,0.0,182.69673382310236,53.420379263117056,204.63911276064124,3.0,0.0,183.01228465039515,56.52560962132073,226.95272527595324,0.3155508272927797,3.105230358203679,22.31361251531199,0.143796699123283,8.171731522626855,18.506621909008583,10.735035286541693
28,29582,1.663456533234338e+17,3.0,0.0,163.75335583904692,59.41669647157972,273.490738095279,3.0,0.0,163.71544713352043,66.52243549985694,323.78758656297725,-0.03790870552649895,7.105739028277219,50.2968484676982,0.0021305520122951492,19.574928872781765,43.8612427765418,26.88375404114655
29,29585,22524931.666666668,3.0,0.0,155.0,46.10405268490375,170.86710570753124,3.0,0.0,155.0,46.810326731456975,176.75272276214147,0.0,0.7062740465532288,5.885617054610241,0.0,2.193955626257929,4.650801704133532,2.456846077875604
30,33109,51171259.0,3.0,0.0,120.0,55.69167052731702,274.36479973044743,3.0,0.0,120.0,50.82111298310857,240.10058024398467,0.0,-4.87055754420845,-34.26421948646279,0.0,-7.046725202436725,-8.885100504314076,-1.838375301877351
31,33125,42778398.0,3.0,0.0,225.0,59.05861915989484,192.43100760317148,3.0,0.0,225.0,57.31853626695313,179.5319032397003,0.0,-1.7400828929417063,-12.899104363471182,0.0,-2.721445507829619,-5.6528664655236085,-2.9314209576939905
32,33127,41677473.5,3.0,0.0,110.0,33.70070161834809,128.2464273625499,3.0,0.0,110.0,33.514945524648034,126.97536322071885,0.0,-0.18575609370005225,-1.2710641418310504,0.0,0.008238313312059738,0.33611969133830155,0.32788137802624184
33,33131,35657388.0,3.0,0.0,115.0,53.97114804118765,293.3967433182411,3.0,0.0,115.0,52.091770294440344,272.1784124670338,0.0,-1.8793777467472983,-21.218330851207288,0.0,-1.323887010816138,-2.6095075103773167,-1.2856204995611786
34,33133,52797919.5,3.0,0.0,170.0,63.70513004007672,281.2260170839772,3.0,0.0,170.0,66.59336807507611,302.33752317542917,0.0,2.888238034999398,21.11150609145199,0.0,2.789404857407584,4.728849084781363,1.9394442273737789
35,33137,48990447.0,3.0,0.0,130.0,80.91433018898044,444.66708124165774,3.0,0.0,130.0,80.5140791141791,441.77725142645187,0.0,-0.4002510748013423,-2.889829815205888,0.0,-0.061679508524737754,0.0831908911408775,0.14487039966561532
36,33138,38361228.333333336,3.0,0.0,158.33333333333334,62.34523835263436,281.1306135127496,3.0,0.0,158.33333333333334,63.32237647124543,287.90157005692566,0.0,0.9771381186110659,6.7709565441760065,0.0,1.372790066424629,2.1723501527944205,0.7995600863697914
37,33139,33167962.769230768,3.0,0.0,122.0,61.26415450951153,321.1250472756204,3.0,0.0,122.0,58.82270977550296,304.1249981339519,0.0,-2.441444734008566,-17.00004914166846,0.0,-0.7242314980955122,-0.04901174571297987,0.7239652524806156
38,33140,45268413.0,3.0,0.0,151.0150487994238,64.05419747397923,302.0249476353448,3.0,0.0,152.82820077496373,65.89625426864464,313.14973651386407,1.8131519755399381,1.8420567946654103,11.124788878519267,1.2007651739248624,5.921327455685112,10.552633797262008,3.4305411676520325
39,33141,34551946.333333336,3.0,0.0,129.56133062065123,56.08550275583878,268.379263680212,3.0,0.0,130.2125047594248,56.30523940508027,270.10909819329424,0.6511741387735528,0.21973664924148478,1.729834513082305,0.47418900708925965,2.1776385783903542,4.656060205891514,2.0042326204119
40,33147,16147651.0,3.0,0.0,80.0,20.956158204447863,67.79038823501294,3.0,0.0,80.0,20.84617673213152,67.06958527348385,0.0,-0.10998147231634446,-0.7208029615290883,0.0,-0.5246323529126269,-1.0628559265548432,-0.5382235736422161
41,33150,41103264.0,3.0,0.0,290.0,0.0,923.6393965095074,3.0,0.0,290.0,0.0,795.8143678239542,0.0,0.0,-127.82502868555325,0.0,,7.480622815459216,
42,33169,45564949.0,3.0,0.0,,47.537888758074075,336.96564745046203,3.0,0.0,,43.951556349330296,312.05587300777404,,-3.586332408743775,-24.909774442688008,,-4.467834997465782,-4.378494473884643,
43,33175,39940481.0,3.0,0.0,200.0,99.0,499.0,3.0,0.0,200.0,99.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
