,Unnamed: 0.1,Unnamed: 0,index,id,name,price,displayPrice,monthlyPriceFactor,weeklyPriceFactor,avgRating,reviewsCount,isNewListing,isSuperhost,lat,lng,personCapacity,size,beds,baths,title,property_type,town,top_lat,right_long,bottom_lat,left_long,url,baths_type,Region,baths_no,beds_no,guest_no,zipcode,RegionName,City,Metro,CountyName,State,4/30/2022,num_beds,avg_home_value,occupancy_rate,median_cleaning_fee,median_service_fee,median_total_price,avg_30_yr_mort,monthly_maintenance,monthly_tax,median_ROI
160,160,13,13,5.491248684343825e+17,Open Concept Two Bedroom Home on a Golf Course,300.0,$300,0.7,0.9,,1.0,0.0,0.0,43.8972,-70.3275,4.0,2 bedrooms,2 beds,3 baths,4 guests,entire_home,gray,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=260&section_offset=1,Private,New England,3.0,2.0,4.0,4039,4039,Gray,Portland-South Portland,Cumberland County,ME,375485.0,2,375485.0,0.8299927901946648,100.0,56.0,456.0,2015.68,312.90416666666664,375.485,4.36970691445732
161,161,18,18,6.050165059264842e+17,"Sunny, 2 bedroom cottage w/beautiful water view",171.0,$171,0.8,0.9,,1.0,1.0,0.0,43.919872,-70.544724,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,casco,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,New England,1.0,4.0,6.0,4015,4015,Casco,Portland-South Portland,Cumberland County,ME,450774.0,4,450774.0,0.0736842105263157,100.0,37.0,308.0,2419.85,375.645,450.77400000000006,-1.0562517322916565
162,162,10,10,6.050165059264842e+17,"Sunny, 2 bedroom cottage w/beautiful water view",171.0,$171,0.8,0.9,,1.0,1.0,0.0,43.919872,-70.544724,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,casco,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=60&section_offset=1,Private,New England,1.0,4.0,6.0,4015,4015,Casco,Portland-South Portland,Cumberland County,ME,450774.0,4,450774.0,0.0736842105263157,100.0,37.0,308.0,2419.85,375.645,450.77400000000006,-1.0562517322916565
163,163,8,8,6.050165059264842e+17,"Sunny, 2 bedroom cottage w/beautiful water view",171.0,$171,0.8,0.9,,1.0,1.0,0.0,43.919872,-70.544724,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,casco,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=80&section_offset=1,Private,New England,1.0,4.0,6.0,4015,4015,Casco,Portland-South Portland,Cumberland County,ME,450774.0,4,450774.0,0.0736842105263157,100.0,37.0,308.0,2419.85,375.645,450.77400000000006,-1.0562517322916565
164,164,10,10,8221307.0,Upscale Guest Room,149.0,$149,1.0,0.8,4.95,20.0,0.0,0.0,43.88737,-70.4185,3.0,1 bedroom,2 beds,1 bath,3 guests,private_room,raymond,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=280&section_offset=1,Private,New England,1.0,2.0,3.0,4071,4071,Raymond,Portland-South Portland,Cumberland County,ME,417540.0,2,417540.0,0.4093727469358327,40.0,27.0,216.0,2241.45,347.95,417.54,-0.1415873888025958
165,165,15,15,13962444.0,"Camp Hemingway on Pettingill Pond, Windham",375.0,$375,1.0,0.85,4.84,25.0,0.0,1.0,43.85509,-70.44494,6.0,3 bedrooms,3 beds,1 bath,6 guests,entire_home,windham,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=180&section_offset=1,Private,New England,1.0,3.0,6.0,4062,4062,Windham,Portland-South Portland,Cumberland County,ME,438785.0,3,438785.0,0.5900504686373468,75.0,64.0,514.0,2355.49,365.6541666666667,438.785,2.5748435364847166
166,166,16,16,13962444.0,"Camp Hemingway on Pettingill Pond, Windham",375.0,$375,1.0,0.85,4.84,25.0,0.0,1.0,43.85509,-70.44494,6.0,3 bedrooms,3 beds,1 bath,6 guests,entire_home,windham,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=200&section_offset=1,Private,New England,1.0,3.0,6.0,4062,4062,Windham,Portland-South Portland,Cumberland County,ME,438785.0,3,438785.0,0.5900504686373468,75.0,64.0,514.0,2355.49,365.6541666666667,438.785,2.5748435364847166
167,167,0,0,53828526.0,"Dog-Friendly Lakefront Cottage w/Lake Access, Central AC, Water Views, Fast WiFi",244.0,$244,1.0,1.0,,0.0,0.0,0.0,43.84493,-70.46539,6.0,2 bedrooms,5 beds,1 bath,6 guests,entire_home,standish,44.0600865,-70.277588,43.831797375,-70.642642,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-70.277588&sw_lat=43.831797374999994&sw_lng=-70.642642&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=220&section_offset=1,Private,New England,1.0,5.0,6.0,4084,4084,Standish,Portland-South Portland,Cumberland County,ME,531683.0,5,531683.0,0.9737563085796684,128.0,56.0,428.0,2854.19,443.06916666666666,531.683,3.0999134759282483
168,168,3,3,30987364.0,Forest Ridge 5-6,187.0,$187,1.0,1.0,,0.0,0.0,0.0,44.05197,-71.67138,8.0,3 bedrooms,4 beds,2 baths,8 guests,entire_home,lincoln,44.0600865,-71.66935637499999,44.0458184296875,-71.69217225,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.0600865&ne_lng=-71.66935637499999&sw_lat=44.0458184296875&sw_lng=-71.69217225&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,New England,2.0,4.0,8.0,3251,3251,Lincoln,Claremont-Lebanon,Grafton County,NH,705280.0,4,705280.0,0.3850036049026676,85.0,52.0,324.0,3786.1,587.7333333333333,1110.816,-0.4464855146503114
169,169,2,2,43388036.0,Pleasant Village - Unit 8 (one bedroom),112.0,$112,1.0,1.0,4.96,105.0,0.0,1.0,44.28344,-71.68907,2.0,1 bedroom,1 bed,1 bath,2 guests,entire_home,bethlehem,44.288375625,-71.55527699999999,44.1742310625,-71.737804,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.288375625&ne_lng=-71.55527699999999&sw_lat=44.1742310625&sw_lng=-71.737804&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,New England,1.0,1.0,2.0,3574,3574,Bethlehem,Claremont-Lebanon,Grafton County,NH,182704.0,1,182704.0,0.4250901225666907,50.0,24.0,186.0,980.79,152.25333333333333,287.7588,1.0034209515673278
170,170,9,9,45162522.0,White Mountain Getaway,250.0,$250,1.0,1.0,5.0,17.0,0.0,1.0,44.27009,-71.62791,6.0,4 bedrooms,4 beds,2 baths,6 guests,entire_home,bethlehem,44.288375625,-71.55527699999999,44.1742310625,-71.737804,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.288375625&ne_lng=-71.55527699999999&sw_lat=44.1742310625&sw_lng=-71.737804&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,New England,2.0,4.0,6.0,3574,3574,Bethlehem,Claremont-Lebanon,Grafton County,NH,349774.0,4,349774.0,0.7104542177361212,,35.0,,1877.66,291.4783333333333,550.89405,
171,171,8,8,20844889.0,1850 Red House on the hill.,155.0,$155,0.85,0.95,4.93,187.0,0.0,1.0,44.18264,-72.99952,6.0,3 bedrooms,3 beds,1.5 baths,6 guests,entire_home,starksboro,44.288375625,-72.832966,44.1742310625,-73.01549299999999,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.288375625&ne_lng=-72.832966&sw_lat=44.1742310625&sw_lng=-73.01549299999999&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,1.5,3.0,6.0,5487,5487,Starksboro,,Addison County,VT,303557.0,3,303557.0,0.6644556596971882,100.0,36.0,291.0,1629.56,252.96416666666667,445.2169333333334,2.1806635275134005
172,172,4,4,21305575.0,Pinnacle View Apartment,345.0,$345,0.6699999999999999,0.85,,0.0,0.0,0.0,44.42673,-72.68143,4.0,1 bedroom,2 beds,1 bath,4 guests,entire_home,stowe,44.45959246875,-72.650439,44.4025201875,-72.7417025,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.45959246875&ne_lng=-72.650439&sw_lat=44.4025201875&sw_lng=-72.7417025&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,New England,1.0,2.0,4.0,5672,5672,Stowe,,Lamoille County,VT,432714.0,2,432714.0,0.9655371304974766,125.0,61.0,531.0,2322.9,360.595,634.6472,5.284984019521878
173,173,18,18,31183234.0,A Piece of garden Heaven,90.0,$90,0.75,0.85,4.98,110.0,0.0,1.0,44.83123,-72.24543,6.0,2 bedrooms,3 beds,1 bath,6 guests,entire_home,irasburg,44.973243,-72.102858,44.74495387499999,-72.467912,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.973243&ne_lng=-72.102858&sw_lat=44.74495387499999&sw_lng=-72.467912&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,1.0,3.0,6.0,5860,5860,Brownington,,Orleans County,VT,196726.0,3,196726.0,0.8735400144196107,75.0,25.0,190.0,1056.07,163.93833333333333,288.5314666666667,3.3518550222365318
174,174,4,4,49909473.0,Camp Hickory House Cabin With Lake Access,176.0,$176,1.0,1.0,4.93,14.0,0.0,1.0,44.80682,-73.15894,4.0,1 bedroom,2 beds,1 bath,4 guests,entire_home,saint albans city,44.973243,-72.832966,44.74495387499999,-73.19802,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.973243&ne_lng=-72.832966&sw_lat=44.74495387499999&sw_lng=-73.19802&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,1.0,2.0,4.0,5478,5478,Saint Albans,Burlington-South Burlington,Franklin County,VT,260803.0,2,260803.0,0.2615717375630857,100.0,39.0,315.0,1400.05,217.3358333333333,382.5110666666667,0.3616208782017179
175,175,9,9,11886168.0,Organic Farm Hideaway Home and Pond,184.0,$184,1.0,0.85,4.99,217.0,0.0,1.0,44.82514,-72.89745,7.0,3 bedrooms,3 beds,2 baths,7 guests,entire_home,fairfield,44.973243,-72.832966,44.74495387499999,-73.19802,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=44.973243&ne_lng=-72.832966&sw_lat=44.74495387499999&sw_lng=-73.19802&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,New England,2.0,3.0,7.0,5450,5450,Enosburg,Burlington-South Burlington,Franklin County,VT,254287.0,3,254287.0,0.6304253785147801,65.0,32.0,281.0,1365.07,211.90583333333333,372.9542666666667,2.518821852076476
176,176,3,3,52364652.0,"Cozy Modern Home, Coral Gables / Coconut Grove",284.0,$284,0.85,0.93,5.0,9.0,0.0,1.0,25.73747,-80.24753,8.0,3 bedrooms,5 beds,2.5 baths,8 guests,entire_home,miami,25.751630875,-80.23069412500001,25.7363805,-80.24891500000001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.751630874999996&ne_lng=-80.23069412500001&sw_lat=25.7363805&sw_lng=-80.24891500000001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Miami,2.5,5.0,8.0,33133,33133,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,3154721.0,5,3154721.0,0.0968625718073354,230.0,103.0,617.0,16935.22,2628.9341666666664,2260.8833833333333,-1.1813964975365394
177,177,2,2,53231187.0,Modern Apartment in excellent location,161.0,$161,1.0,0.93,4.64,25.0,0.0,0.0,25.73748,-80.24754,5.0,2 bedrooms,4 beds,2 baths,5 guests,entire_home,miami,25.751630875,-80.23069412500001,25.7363805,-80.24891500000001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.751630874999996&ne_lng=-80.23069412500001&sw_lat=25.7363805&sw_lng=-80.24891500000001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Miami,2.0,4.0,5.0,33133,33133,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,1916658.0,4,1916658.0,0.8944763588157313,110.0,38.0,309.0,10289.03,1597.215,1373.6049,-0.4716567278529314
178,178,6,6,29828422.0,"Water view, Brickell, Huge balcony, Free Parking.",164.0,$164,1.0,0.95,4.85,91.0,0.0,0.0,25.76083,-80.19038,4.0,1 bedroom,2 beds,1 bath,4 guests,entire_home,miami,25.761162359375,-80.18969715625002,25.7592560625,-80.19197476562502,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.761162359375&ne_lng=-80.18969715625002&sw_lat=25.759256062499997&sw_lng=-80.19197476562502&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Miami,1.0,2.0,4.0,33131,33131,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,596246.0,2,596246.0,0.4181175430844012,150.0,52.0,366.0,3200.78,496.8716666666666,427.30963333333335,0.1655009867554462
179,179,12,12,39925347.0,✶ Modern Sky Residence w/ City & Ocean Views✶,299.0,$299,0.8,0.8,4.98,129.0,0.0,1.0,25.7606,-80.19135,4.0,1 bedroom,2 beds,1 bath,4 guests,entire_home,miami,25.761162359375,-80.18969715625002,25.7592560625,-80.19197476562502,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.761162359375&ne_lng=-80.18969715625002&sw_lat=25.759256062499997&sw_lng=-80.19197476562502&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=20&section_offset=1,Private,Miami,1.0,2.0,4.0,33131,33131,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,596246.0,2,596246.0,0.6356164383561644,120.0,66.0,485.0,3200.78,496.8716666666666,427.30963333333335,1.6407579923227047
180,180,9,9,37218395.0,"Miami, Brickell, Downtown, Stylish Condo",162.0,$162,1.0,1.0,4.77,94.0,0.0,0.0,25.77268,-80.19041,3.0,Studio,2 beds,1 bath,3 guests,entire_home,miami,25.7745064375,-80.18969715625002,25.77069384375,-80.19425237500002,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.774506437499998&ne_lng=-80.18969715625002&sw_lat=25.770693843749996&sw_lng=-80.19425237500002&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,Miami,1.0,2.0,3.0,33131,33131,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,596246.0,2,596246.0,0.1990278391515687,75.0,41.0,278.0,3200.78,496.8716666666666,427.30963333333335,-0.7629437397886952
181,181,17,17,31294674.0,South Beach: 5 min walk to the beach & Ocean Drive,125.0,$125,0.7,1.0,4.67,7.0,0.0,0.0,25.78065,-80.13327,3.0,Studio,2 beds,1 bath,3 guests,entire_home,miami beach,25.782131625,-80.132756921875,25.780225328125,-80.13503453125,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.782131624999998&ne_lng=-80.132756921875&sw_lat=25.780225328125&sw_lng=-80.13503453125&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,Miami,1.0,2.0,3.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,704200.0,2,704200.0,0.9605832965090588,80.0,29.0,234.0,3780.3,586.8333333333334,504.6766666666667,0.5198374766296926
182,182,14,14,31304301.0,1 Bed/1Bath. South Beach. Great Location.,149.0,$149,1.0,1.0,4.82,79.0,0.0,0.0,25.78768,-80.1326,3.0,1 bedroom,2 beds,1 bath,3 guests,entire_home,miami beach,25.7897568125,-80.1304793125,25.78594421875,-80.13503453125,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.7897568125&ne_lng=-80.1304793125&sw_lat=25.785944218749997&sw_lng=-80.13503453125&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1.0,2.0,3.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,704200.0,2,704200.0,0.1406981882456915,100.0,34.0,283.0,3780.3,586.8333333333334,504.6766666666667,-0.9683601090998352
183,183,8,8,49567533.0,South of Fifth •GYM POOL & SPA•BEACHFRONT BUILDING,336.0,$336,1.0,1.0,4.9,21.0,0.0,1.0,25.77038,-80.13291,4.0,1 bedroom,1 bed,1 bath,4 guests,entire_home,miami beach,25.77069384375,-80.1304793125,25.76688125,-80.13503453125,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.770693843749996&ne_lng=-80.1304793125&sw_lat=25.766881249999997&sw_lng=-80.13503453125&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,Miami,1.0,1.0,4.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,304645.0,1,304645.0,0.2253645603181617,115.0,90.0,541.0,1635.4,253.8708333333333,218.3289166666667,0.978884671600516
184,184,15,15,269204.0,5 STAR HILTON BENTLEY BEACH! SOBE!!,238.0,$238,0.98,1.0,4.61,19.0,0.0,0.0,25.77066,-80.13351,2.0,1 bedroom,1 bed,1 private bath,2 guests,private_room,miami beach,25.77069384375,-80.1304793125,25.76688125,-80.13503453125,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.770693843749996&ne_lng=-80.1304793125&sw_lat=25.766881249999997&sw_lng=-80.13503453125&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,Miami,1.0,1.0,2.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,304645.0,1,304645.0,0.880777728678745,150.0,51.0,439.0,1635.4,253.8708333333333,218.3289166666667,5.902746644798352
185,185,6,6,45054625.0,Collins Ave. - Touchless Petite King Room - South Beach,105.0,$105,0.9,0.95,4.44,48.0,0.0,0.0,25.77884,-80.13319,2.0,Studio,1 bed,1 bath,2 guests,entire_home,miami beach,25.780225328125,-80.132756921875,25.77831903125,-80.13503453125,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.780225328125&ne_lng=-80.132756921875&sw_lat=25.77831903125&sw_lng=-80.13503453125&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Private,Miami,1.0,1.0,2.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,304645.0,1,304645.0,0.9534246575342464,80.0,35.0,220.0,1635.4,253.8708333333333,218.3289166666667,2.612449706493825
186,186,5,5,32044795.0,🏝 Large & Cosy Loft @ the ❤️ of South Beach!,160.0,$160,0.9,1.0,4.72,105.0,0.0,0.0,25.78625,-80.13158,3.0,Studio,1 bed,1 bath,3 guests,entire_home,miami beach,25.7897568125,-80.1304793125,25.78594421875,-80.13503453125,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.7897568125&ne_lng=-80.1304793125&sw_lat=25.785944218749997&sw_lng=-80.13503453125&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Miami,1.0,1.0,3.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,304645.0,1,304645.0,0.3576668139637649,100.0,32.0,292.0,1635.4,253.8708333333333,218.3289166666667,0.6537102050598252
187,187,13,13,44701853.0,"Your Exciting Miami Beach Vacation Starts Here! Garden, Picnic Area, Near Bass Museum of Art!",325.0,$325,1.0,1.0,,0.0,0.0,0.0,25.79738,-80.13285,3.0,1 bedroom,1 bed,1 bath,3 guests,entire_home,miami beach,25.797382,-80.1304793125,25.7897568125,-80.13958975,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=25.797382&ne_lng=-80.1304793125&sw_lat=25.7897568125&sw_lng=-80.13958975&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=80&section_offset=1,Private,Miami,1.0,1.0,3.0,33139,33139,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,FL,304645.0,1,304645.0,0.8258064516129032,,39.0,,1635.4,253.8708333333333,218.3289166666667,
