RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,4/30/2022
74242,24,37211,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,314367
61643,25,10029,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,853421
61623,26,10009,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1208585
92036,27,77573,Zip,TX,TX,League City,Houston-The Woodlands-Sugar Land,Galveston County,254613
84620,28,60618,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,398014
92045,29,77584,Zip,TX,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,234433
61625,30,10011,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,2159210
66126,31,20002,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,668008
61703,32,10128,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1413133
69816,33,28269,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,262423
92551,34,78613,Zip,TX,TX,Cedar Park,Austin-Round Rock,Williamson County,448093
91926,35,77433,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,284639
92515,36,78572,Zip,TX,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,114442
71067,37,30349,Zip,GA,GA,Riverdale,Atlanta-Sandy Springs-Roswell,Clayton County,180208
93123,38,79912,Zip,TX,TX,El Paso,El Paso,El Paso County,185020
